date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:03:02	83588/83588	---M--	200	added ('OK')	application/font-woff	etag:%225c00b149-14684%22	https://www.cubictheme.ga/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.woff?v=4.5.0	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont3295.woff	(from https://www.cubictheme.ga/cubic-html/css/style.css)
12:03:02	142072/142072	---M--	200	added ('OK')	application/octet-stream	etag:%225c00b148-22af8%22	https://www.cubictheme.ga/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont3295.ttf	(from https://www.cubictheme.ga/cubic-html/css/style.css)
12:03:02	366270/366270	---M--	200	added ('OK')	image/svg+xml	etag:%225c00b149-596be%22	https://www.cubictheme.ga/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.svg?v=4.5.0	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont3295.svg	(from https://www.cubictheme.ga/cubic-html/css/style.css)
12:03:02	10878/10878	---M--	200	added ('OK')	text/css	etag:%225b2b458e-2a7e%22	https://www.cubictheme.ga/plugins/components/chartist-js/dist/chartist.min.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/chartist-js/dist/chartist.min.css	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:03	795/795	---M--	200	added ('OK')	text/css	etag:%225b2b45d0-31b%22	https://www.cubictheme.ga/plugins/components/chartist-plugin-tooltip-master/dist/chartist-plugin-tooltip.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/chartist-plugin-tooltip-master/dist/chartist-plugin-tooltip.css	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:03	5746/5746	---M--	200	added ('OK')	image/png	etag:%225b2b4835-1672%22	https://www.cubictheme.ga/plugins/images/users/1.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/users/1.png	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:03	6279/6279	---M--	200	added ('OK')	image/png	etag:%225b2b4836-1887%22	https://www.cubictheme.ga/plugins/images/users/2.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/users/2.png	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:03	5054/5054	---M--	200	added ('OK')	image/png	etag:%225b2b4836-13be%22	https://www.cubictheme.ga/plugins/images/users/3.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/users/3.png	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:04	25537/25537	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4834-63c1%22	https://www.cubictheme.ga/plugins/images/task.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/task.jpg	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:04	36964/36964	---M--	200	added ('OK')	application/javascript	etag:%225b2b458e-9064%22	https://www.cubictheme.ga/plugins/components/chartist-js/dist/chartist.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/chartist-js/dist/chartist.min.js	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:04	6971/6971	---M--	200	added ('OK')	application/javascript	etag:%225b2b45d1-1b3b%22	https://www.cubictheme.ga/plugins/components/chartist-plugin-tooltip-master/dist/chartist-plugin-tooltip.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/chartist-plugin-tooltip-master/dist/chartist-plugin-tooltip.min.js	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:04	43247/43247	---M--	200	added ('OK')	application/javascript	etag:%225b2b47c7-a8ef%22	https://www.cubictheme.ga/plugins/components/sparkline/jquery.sparkline.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/sparkline/jquery.sparkline.min.js	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:04	8453/8453	---M--	200	added ('OK')	application/javascript	etag:%225b2b47c6-2105%22	https://www.cubictheme.ga/plugins/components/sparkline/jquery.charts-sparkline.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/sparkline/jquery.charts-sparkline.js	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:05	26225/26225	---M--	200	added ('OK')	application/javascript	etag:%225b2b472f-6671%22	https://www.cubictheme.ga/plugins/components/knob/jquery.knob.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/knob/jquery.knob.js	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:05	3990/3990	---M--	200	added ('OK')	application/javascript	etag:%225b2b4669-f96%22	https://www.cubictheme.ga/plugins/components/easypiechart/dist/jquery.easypiechart.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/easypiechart/dist/jquery.easypiechart.min.js	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:05	4445/4445	---M--	200	added ('OK')	application/javascript	etag:%225c00b122-115d%22	https://www.cubictheme.ga/cubic-html/js/db1.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/cubic-html/js/db1.js	(from https://www.cubictheme.ga/cubic-html/index.html)
12:03:06	31067/31067	---M--	200	added ('OK')	text/css	etag:%225b2b4677-795b%22	https://www.cubictheme.ga/plugins/components/fullcalendar/fullcalendar.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/fullcalendar/fullcalendar.css	(from https://www.cubictheme.ga/cubic-html/index2.html)
12:03:06	6384/6384	---M--	200	added ('OK')	image/jpeg	etag:%225b2b483a-18f0%22	https://www.cubictheme.ga/plugins/images/users/jeffery.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/users/jeffery.jpg	(from https://www.cubictheme.ga/cubic-html/index2.html)
12:03:06	61317/61317	---M--	200	added ('OK')	application/javascript	etag:%225b2b475b-ef85%22	https://www.cubictheme.ga/plugins/components/moment/moment.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/moment/moment.js	(from https://www.cubictheme.ga/cubic-html/index2.html)
12:03:06	426096/426096	---M--	200	added ('OK')	application/javascript	etag:%225b2b4678-68070%22	https://www.cubictheme.ga/plugins/components/fullcalendar/fullcalendar.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/fullcalendar/fullcalendar.js	(from https://www.cubictheme.ga/cubic-html/index2.html)
12:03:06	6768/6768	---M--	200	added ('OK')	application/javascript	etag:%225c00b122-1a70%22	https://www.cubictheme.ga/cubic-html/js/db2.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/cubic-html/js/db2.js	(from https://www.cubictheme.ga/cubic-html/index2.html)
12:03:07	41351/41351	---M--	200	added ('OK')	text/css	etag:%225b2b45de-a187%22	https://www.cubictheme.ga/plugins/components/css-chart/css-chart.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/css-chart/css-chart.css	(from https://www.cubictheme.ga/cubic-html/index3.html)
12:03:07	10843/10843	---M--	200	added ('OK')	image/jpeg	etag:%225b2b47fb-2a5b%22	https://www.cubictheme.ga/plugins/images/a1.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/a1.jpg	(from https://www.cubictheme.ga/cubic-html/index3.html)
12:03:07	12186/12186	---M--	200	added ('OK')	image/jpeg	etag:%225b2b47fc-2f9a%22	https://www.cubictheme.ga/plugins/images/a2.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/a2.jpg	(from https://www.cubictheme.ga/cubic-html/index3.html)
12:03:07	10683/10683	---M--	200	added ('OK')	image/jpeg	etag:%225b2b47fc-29bb%22	https://www.cubictheme.ga/plugins/images/a3.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/a3.jpg	(from https://www.cubictheme.ga/cubic-html/index3.html)
12:03:08	1527/1527	---M--	200	added ('OK')	image/png	etag:%225b2b4833-5f7%22	https://www.cubictheme.ga/plugins/images/q.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/q.png	(from https://www.cubictheme.ga/cubic-html/index3.html)
12:03:08	20911/20911	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4824-51af%22	https://www.cubictheme.ga/plugins/images/cloud.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/cloud.jpg	(from https://www.cubictheme.ga/cubic-html/index3.html)
12:03:08	2074/2074	---M--	200	added ('OK')	application/javascript	etag:%225b2b45df-81a%22	https://www.cubictheme.ga/plugins/components/custom-chart/chart.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/custom-chart/chart.js	(from https://www.cubictheme.ga/cubic-html/index3.html)
12:03:08	3671/3671	---M--	200	added ('OK')	application/javascript	etag:%225c00b122-e57%22	https://www.cubictheme.ga/cubic-html/js/db3.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/cubic-html/js/db3.js	(from https://www.cubictheme.ga/cubic-html/index3.html)
12:03:09	509/509	---M--	200	added ('OK')	text/css	etag:%225b2b47aa-1fd%22	https://www.cubictheme.ga/plugins/components/morrisjs/morris.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/morrisjs/morris.css	(from https://www.cubictheme.ga/cubic-html/index4.html)
12:03:09	2952/2952	---M--	200	added ('OK')	image/png	etag:%225b2b4831-b88%22	https://www.cubictheme.ga/plugins/images/p1.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/p1.png	(from https://www.cubictheme.ga/cubic-html/index4.html)
12:03:09	15223/15223	---M--	200	added ('OK')	image/png	etag:%225b2b4832-3b77%22	https://www.cubictheme.ga/plugins/images/p2.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/p2.png	(from https://www.cubictheme.ga/cubic-html/index4.html)
12:03:09	1933/1933	---M--	200	added ('OK')	image/png	etag:%225b2b4832-78d%22	https://www.cubictheme.ga/plugins/images/p3.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/p3.png	(from https://www.cubictheme.ga/cubic-html/index4.html)
12:03:10	3400/3400	---M--	200	added ('OK')	image/png	etag:%225b2b4832-d48%22	https://www.cubictheme.ga/plugins/images/p4.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/p4.png	(from https://www.cubictheme.ga/cubic-html/index4.html)
12:03:10	92651/92651	---M--	200	added ('OK')	application/javascript	etag:%225b2b47c0-169eb%22	https://www.cubictheme.ga/plugins/components/raphael/raphael-min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/raphael/raphael-min.js	(from https://www.cubictheme.ga/cubic-html/index4.html)
12:03:10	66047/66047	---M--	200	added ('OK')	application/javascript	etag:%225b2b47ab-101ff%22	https://www.cubictheme.ga/plugins/components/morrisjs/morris.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/morrisjs/morris.js	(from https://www.cubictheme.ga/cubic-html/index4.html)
12:03:10	2226/2226	---M--	200	added ('OK')	application/javascript	etag:%225c00b122-8b2%22	https://www.cubictheme.ga/cubic-html/js/db4.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/cubic-html/js/db4.js	(from https://www.cubictheme.ga/cubic-html/index4.html)
12:03:11	14105/14105	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4823-3719%22	https://www.cubictheme.ga/plugins/images/chair.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/chair.jpg	(from https://www.cubictheme.ga/cubic-html/products.html)
12:03:11	10929/10929	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4823-2ab1%22	https://www.cubictheme.ga/plugins/images/chair2.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/chair2.jpg	(from https://www.cubictheme.ga/cubic-html/products.html)
12:03:11	19438/19438	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4824-4bee%22	https://www.cubictheme.ga/plugins/images/chair4.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/chair4.jpg	(from https://www.cubictheme.ga/cubic-html/products.html)
12:03:11	15440/15440	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4823-3c50%22	https://www.cubictheme.ga/plugins/images/chair3.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/chair3.jpg	(from https://www.cubictheme.ga/cubic-html/products.html)
12:03:12	14310/14310	---M--	200	added ('OK')	text/css	etag:%225b2b45e4-37e6%22	https://www.cubictheme.ga/plugins/components/datatables/jquery.dataTables.min.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/datatables/jquery.dataTables.min.css	(from https://www.cubictheme.ga/cubic-html/product-orders.html)
12:03:12	81712/81712	---M--	200	added ('OK')	application/javascript	etag:%225b2b45e4-13f30%22	https://www.cubictheme.ga/plugins/components/datatables/jquery.dataTables.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/datatables/jquery.dataTables.min.js	(from https://www.cubictheme.ga/cubic-html/product-orders.html)
12:03:12	75033/75033	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4838-12519%22	https://www.cubictheme.ga/plugins/images/users/7.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/users/7.jpg	(from https://www.cubictheme.ga/cubic-html/inbox-detail.html)
12:03:13	23283/23283	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482a-5af3%22	https://www.cubictheme.ga/plugins/images/img1.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/img1.jpg	(from https://www.cubictheme.ga/cubic-html/inbox-detail.html)
12:03:13	17209/17209	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482a-4339%22	https://www.cubictheme.ga/plugins/images/img2.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/img2.jpg	(from https://www.cubictheme.ga/cubic-html/inbox-detail.html)
12:03:13	18924/18924	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482a-49ec%22	https://www.cubictheme.ga/plugins/images/img3.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/img3.jpg	(from https://www.cubictheme.ga/cubic-html/inbox-detail.html)
12:03:13	1392/1392	---M--	200	added ('OK')	text/css	etag:%225b2b46aa-570%22	https://www.cubictheme.ga/plugins/components/html5-editor/bootstrap-wysihtml5.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/html5-editor/bootstrap-wysihtml5.css	(from https://www.cubictheme.ga/cubic-html/compose.html)
12:03:14	12587/12587	---M--	200	added ('OK')	text/css	etag:%225b2b465f-312b%22	https://www.cubictheme.ga/plugins/components/dropzone-master/dist/dropzone.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/dropzone-master/dist/dropzone.css	(from https://www.cubictheme.ga/cubic-html/compose.html)
12:03:14	341646/341646	---M--	200	added ('OK')	application/javascript	etag:%225b2b46ab-5368e%22	https://www.cubictheme.ga/plugins/components/html5-editor/wysihtml5-0.3.0.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/html5-editor/wysihtml5-0.3.0.js	(from https://www.cubictheme.ga/cubic-html/compose.html)
12:03:14	21514/21514	---M--	200	added ('OK')	application/javascript	etag:%225b2b46ab-540a%22	https://www.cubictheme.ga/plugins/components/html5-editor/bootstrap-wysihtml5.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/html5-editor/bootstrap-wysihtml5.js	(from https://www.cubictheme.ga/cubic-html/compose.html)
12:03:15	64400/64400	---M--	200	added ('OK')	application/javascript	etag:%225b2b465f-fb90%22	https://www.cubictheme.ga/plugins/components/dropzone-master/dist/dropzone.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/dropzone-master/dist/dropzone.js	(from https://www.cubictheme.ga/cubic-html/compose.html)
12:03:15	36760/36760	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4839-8f98%22	https://www.cubictheme.ga/plugins/images/users/10.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/users/10.jpg	(from https://www.cubictheme.ga/cubic-html/contact.html)
12:03:15	57119/57119	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4838-df1f%22	https://www.cubictheme.ga/plugins/images/users/8.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/users/8.jpg	(from https://www.cubictheme.ga/cubic-html/contact.html)
12:03:15	82189/82189	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4838-1410d%22	https://www.cubictheme.ga/plugins/images/users/9.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/users/9.jpg	(from https://www.cubictheme.ga/cubic-html/contact.html)
12:03:15	37082/37082	---M--	200	added ('OK')	application/javascript	etag:%225b2b466f-90da%22	https://www.cubictheme.ga/plugins/components/footable/js/footable.all.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/footable/js/footable.all.min.js	(from https://www.cubictheme.ga/cubic-html/contact.html)
12:03:16	30498/30498	---M--	200	added ('OK')	application/javascript	etag:%225b2b451d-7722%22	https://www.cubictheme.ga/plugins/components/bootstrap-select/bootstrap-select.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/bootstrap-select/bootstrap-select.min.js	(from https://www.cubictheme.ga/cubic-html/contact.html)
12:03:16	3006/3006	---M--	200	added ('OK')	application/javascript	etag:%225b2b46dc-bbe%22	https://www.cubictheme.ga/plugins/components/jfootable/footable-init.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/jfootable/footable-init.js	(from https://www.cubictheme.ga/cubic-html/contact.html)
12:03:16	63821/63821	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482c-f94d%22	https://www.cubictheme.ga/plugins/images/large/img1.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/large/img1.jpg	(from https://www.cubictheme.ga/cubic-html/contact-detail.html)
12:03:17	19966/19966	---M--	200	added ('OK')	application/javascript	etag:%225b2b4517-4dfe%22	https://www.cubictheme.ga/plugins/components/blockUI/jquery.blockUI.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/blockUI/jquery.blockUI.js	(from https://www.cubictheme.ga/cubic-html/panel-ui-block.html)
12:03:17	10372/10372	---M--	200	added ('OK')	text/css	etag:%225b2b46a4-2884%22	https://www.cubictheme.ga/plugins/components/gridstack/gridstack.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/gridstack/gridstack.css	(from https://www.cubictheme.ga/cubic-html/portlet-draggable.html)
12:03:17	253669/253669	---M--	200	added ('OK')	application/javascript	etag:%225b2b472c-3dee5%22	https://www.cubictheme.ga/plugins/components/jqueryui/jquery-ui.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/jqueryui/jquery-ui.min.js	(from https://www.cubictheme.ga/cubic-html/portlet-draggable.html)
12:03:17	1291/1291	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494f-50b%22	https://cdnjs.cloudflare.com/ajax/libs/jqueryui-touch-punch/0.2.3/jquery.ui.touch-punch.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/cdnjs.cloudflare.com/ajax/libs/jqueryui-touch-punch/0.2.3/jquery.ui.touch-punch.min.js	(from https://www.cubictheme.ga/cubic-html/portlet-draggable.html)
12:03:18	48746/48746	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4983-be6a%22	https://cdnjs.cloudflare.com/ajax/libs/lodash.js/3.5.0/lodash.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/cdnjs.cloudflare.com/ajax/libs/lodash.js/3.5.0/lodash.min.js	(from https://www.cubictheme.ga/cubic-html/portlet-draggable.html)
12:03:18	64962/64962	---M--	200	added ('OK')	application/javascript	etag:%225b2b46a5-fdc2%22	https://www.cubictheme.ga/plugins/components/gridstack/gridstack.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/gridstack/gridstack.js	(from https://www.cubictheme.ga/cubic-html/portlet-draggable.html)
12:03:18	3681/3681	---M--	200	added ('OK')	application/javascript	etag:%225b2b46a4-e61%22	https://www.cubictheme.ga/plugins/components/gridstack/gridstack.jQueryUI.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/gridstack/gridstack.jQueryUI.js	(from https://www.cubictheme.ga/cubic-html/portlet-draggable.html)
12:03:19	59468/59468	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482d-e84c%22	https://www.cubictheme.ga/plugins/images/large/img2.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/large/img2.jpg	(from https://www.cubictheme.ga/cubic-html/tabs.html)
12:03:19	76283/76283	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482d-129fb%22	https://www.cubictheme.ga/plugins/images/large/img3.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/large/img3.jpg	(from https://www.cubictheme.ga/cubic-html/tabs.html)
12:03:19	63821/63821	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482d-f94d%22	https://www.cubictheme.ga/plugins/images/large/img4.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/large/img4.jpg	(from https://www.cubictheme.ga/cubic-html/tabs.html)
12:03:19	59468/59468	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482e-e84c%22	https://www.cubictheme.ga/plugins/images/large/img5.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/large/img5.jpg	(from https://www.cubictheme.ga/cubic-html/tabs.html)
12:03:19	76283/76283	---M--	200	added ('OK')	image/jpeg	etag:%225b2b482e-129fb%22	https://www.cubictheme.ga/plugins/images/large/img6.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/large/img6.jpg	(from https://www.cubictheme.ga/cubic-html/tabs.html)
12:03:20	17277/17277	---M--	200	added ('OK')	image/png	etag:%225b2b4831-437d%22	https://www.cubictheme.ga/plugins/images/model2.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/model2.png	(from https://www.cubictheme.ga/cubic-html/modals.html)
12:03:20	17156/17156	---M--	200	added ('OK')	image/png	etag:%225b2b4830-4304%22	https://www.cubictheme.ga/plugins/images/model.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/model.png	(from https://www.cubictheme.ga/cubic-html/modals.html)
12:03:20	17238/17238	---M--	200	added ('OK')	image/png	etag:%225b2b4831-4356%22	https://www.cubictheme.ga/plugins/images/model3.png	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/model3.png	(from https://www.cubictheme.ga/cubic-html/modals.html)
12:03:20	16994/16994	---M--	200	added ('OK')	application/javascript	etag:%225b2b47cc-4262%22	https://www.cubictheme.ga/plugins/components/sweetalert/sweetalert.min.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/sweetalert/sweetalert.min.js	(from https://www.cubictheme.ga/cubic-html/modals.html)
12:03:20	2784/2784	---M--	200	added ('OK')	application/javascript	etag:%225b2b47c9-ae0%22	https://www.cubictheme.ga/plugins/components/sweetalert/jquery.sweet-alert.custom.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/sweetalert/jquery.sweet-alert.custom.js	(from https://www.cubictheme.ga/cubic-html/modals.html)
12:03:21	4910/4910	---M--	200	added ('OK')	text/css	etag:%225b2b47f4-132e%22	https://www.cubictheme.ga/plugins/components/toast-master/css/jquery.toast.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/toast-master/css/jquery.toast.css	(from https://www.cubictheme.ga/cubic-html/notification.html)
12:03:21	12440/12440	---M--	200	added ('OK')	application/javascript	etag:%225b2b47f4-3098%22	https://www.cubictheme.ga/plugins/components/toast-master/js/jquery.toast.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/toast-master/js/jquery.toast.js	(from https://www.cubictheme.ga/cubic-html/notification.html)
12:03:21	1496/1496	---M--	200	added ('OK')	application/javascript	etag:%225c00b123-5d8%22	https://www.cubictheme.ga/cubic-html/js/toastr.js	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/cubic-html/js/toastr.js	(from https://www.cubictheme.ga/cubic-html/notification.html)
12:03:22	3592/3592	---M--	200	added ('OK')	text/css	etag:%225b2b47bb-e08%22	https://www.cubictheme.ga/plugins/components/owl.carousel/owl.carousel.min.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/owl.carousel/owl.carousel.min.css	(from https://www.cubictheme.ga/cubic-html/carousel.html)
12:03:22	1512/1512	---M--	200	added ('OK')	text/css	etag:%225b2b47bc-5e8%22	https://www.cubictheme.ga/plugins/components/owl.carousel/owl.theme.default.css	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/components/owl.carousel/owl.theme.default.css	(from https://www.cubictheme.ga/cubic-html/carousel.html)
12:03:22	121404/121404	---M--	200	added ('OK')	image/jpeg	etag:%225b2b4828-1da3c%22	https://www.cubictheme.ga/plugins/images/heading-bg/slide2.jpg	C:/Users/S%20Goutham/Desktop/project/cultural_fest%20admin/www.cubictheme.ga/plugins/images/heading-bg/slide2.jpg	(from https://www.cubictheme.ga/cubic-html/carousel.html)
